Program,Year,Period,Region,Commodity,Data Item,Domain Category,Value,MOA
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IODOSULFURON-MET-SOD = 122021)", (D),2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IODOSULFURON-MET-SOD = 122021)", (D),2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (LACTOFEN = 128888)",192000,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (LACTOFEN = 128888)",0.144,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (LINURON = 35506)", (D),7
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (LINURON = 35506)", (D),7
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA, 2-ETHYLHEXYL = 30564)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA, 2-ETHYLHEXYL = 30564)", (D),4
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)",292000,15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)",1.065,15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)",675000,5
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)",0.246,5
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",813000,22
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)",0.376,22
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",1559000,3
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",0.874,3
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (PROPANOIC ACID = 129046)", (D),NA
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PROPANOIC ACID = 129046)", (D),NA
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (QUIZALOFOP-P-ETHYL = 128709)",118000,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (QUIZALOFOP-P-ETHYL = 128709)",0.064,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",4000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)",0.019,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",5391000,15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)",0.991,15
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)",80000,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SAFLUFENACIL = 118203)",0.028,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)",63000,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SETHOXYDIM = 121001)",0.212,1
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",1078000,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",0.17,14
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)", (D),2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)", (D),2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",31000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.009,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TOTAL)",132979000,NA
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",10000,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.01,2
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",1306000,3
SURVEY,2012,YEAR,PROGRAM STATES,SOYBEANS,"APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",0.79,3
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",2990000,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D = 30001)",0.34,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",398000,6
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",0.28,6
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",6000,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CHLORSULFURON = 118601)",0.01,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)",32000,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)",0.1,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",276000,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",0.08,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",467000,1
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",0.82,1
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DIFENZOQUAT = 106401)",279000,26
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DIFENZOQUAT = 106401)",0.61,26
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",40000,1
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",0.08,1
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAMETHABENZ = 128842)",133000,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAMETHABENZ = 128842)",0.35,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA = 30501)",1660000,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA = 30501)",0.3,4
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",8000,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.01,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",687000,8
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",1.01,8
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",16000,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.01,2
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",424000,3
SURVEY,1990,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",0.5,3
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",2361000,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D = 30001)",0.31,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",267000,6
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",0.22,6
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",257000,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",0.07,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",242000,1
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",0.75,1
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",117000,1
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",0.1,1
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAMETHABENZ = 128842)",118000,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAMETHABENZ = 128842)",0.33,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA = 30501)",1663000,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA = 30501)",0.31,4
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",15000,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.01,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",385000,8
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",1.05,8
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",16000,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.007,2
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",281000,3
SURVEY,1991,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",0.38,3
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",2867000,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D = 30001)",0.31,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",399000,6
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",0.23,6
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",372000,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",0.07,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",263000,1
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",0.71,1
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",85000,1
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",0.06,1
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAMETHABENZ = 128842)",103000,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAMETHABENZ = 128842)",0.31,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA = 30501)",2198000,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA = 30501)",0.33,4
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",4000,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",0.004,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",15000,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.01,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",632000,8
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",0.98,8
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",17000,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.008,2
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",249000,3
SURVEY,1992,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",0.39,3
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",3254000,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (2,4-D = 30001)",0.31,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",295000,6
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (BROMOXYNIL = 35301)",0.21,6
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",389000,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICAMBA = 29801)",0.07,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",338000,1
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (DICLOFOP-METHYL = 110902)",0.73,1
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",159000,1
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FENOXAPROP = 128701)",0.07,1
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",122000,9
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)",0.44,9
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (IMAZAMETHABENZ = 128842)",134000,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (IMAZAMETHABENZ = 128842)",0.32,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (MCPA = 30501)",1930000,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (MCPA = 30501)",0.27,4
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",4000,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)",0.004,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",28000,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)",0.01,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",975000,8
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIALLATE = 78802)",1.03,8
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",25000,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIBENURON-METHYL = 128887)",0.006,2
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",351000,3
SURVEY,1993,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (TRIFLURALIN = 36101)",0.35,3
SURVEY,1994,YEAR,PROGRAM STATES,"WHEAT, SPRING","APPLICATIONS, MEASURED IN LB","CHEMICAL, HERBICIDE: (2,4-D = 30001)",3102000,4
